timestamp,symbol,open,high,low,close,volume,price,source
1749234700,BTC,104671.30699196341,104671.30699196341,104671.30699196341,104671.30699196341,43424505474.9099,104671.30699196341,CoinGecko-Python
1749234950,BTC,104696.01610837723,104696.01610837723,104696.01610837723,104696.01610837723,43281825936.06399,104696.01610837723,CoinGecko-Python
1749235213,BTC,104707.09421308074,104707.09421308074,104707.09421308074,104707.09421308074,42965864283.94277,104707.09421308074,CoinGecko-Python
1749235515,BTC,104671.65651474686,104671.65651474686,104671.65651474686,104671.65651474686,42686203988.534355,104671.65651474686,CoinGecko-Python
1749235831,BTC,104667.20412750222,104667.20412750222,104667.20412750222,104667.20412750222,42661698859.1101,104667.20412750222,CoinGecko-Python
1749236145,BTC,104623.46016461695,104623.46016461695,104623.46016461695,104623.46016461695,42517741093.18472,104623.46016461695,CoinGecko-Python
1749236468,BTC,104600.5831454065,104600.5831454065,104600.5831454065,104600.5831454065,42441073586.11252,104600.5831454065,CoinGecko-Python
1749236771,BTC,104602.96351964802,104602.96351964802,104602.96351964802,104602.96351964802,42166292141.761185,104602.96351964802,CoinGecko-Python
1749237089,BTC,104580.2401214821,104580.2401214821,104580.2401214821,104580.2401214821,42024497247.79502,104580.2401214821,CoinGecko-Python
1749237313,BTC,104565.57200246418,104565.57200246418,104565.57200246418,104565.57200246418,41894636462.94811,104565.57200246418,CoinGecko-Python
1749237640,BTC,104540.24111078294,104540.24111078294,104540.24111078294,104540.24111078294,41531137108.14953,104540.24111078294,CoinGecko-Python
1749237954,BTC,104494.43653586715,104494.43653586715,104494.43653586715,104494.43653586715,41230301300.54189,104494.43653586715,CoinGecko-Python
1749238283,BTC,104440.09820927915,104440.09820927915,104440.09820927915,104440.09820927915,41037876333.97996,104440.09820927915,CoinGecko-Python
1749238542,BTC,104419.48056113566,104419.48056113566,104419.48056113566,104419.48056113566,40844946653.722855,104419.48056113566,CoinGecko-Python
1749238835,BTC,104387.93401779691,104387.93401779691,104387.93401779691,104387.93401779691,40719235817.16898,104387.93401779691,CoinGecko-Python
1749239160,BTC,104318.97268205513,104318.97268205513,104318.97268205513,104318.97268205513,40213442188.58246,104318.97268205513,CoinGecko-Python
1749239423,BTC,104300.97808537274,104300.97808537274,104300.97808537274,104300.97808537274,40007478144.187805,104300.97808537274,CoinGecko-Python
1749239735,BTC,104271.35357943506,104271.35357943506,104271.35357943506,104271.35357943506,39740558588.08024,104271.35357943506,CoinGecko-Python
1749240054,BTC,104262.10724250386,104262.10724250386,104262.10724250386,104262.10724250386,39781462758.07382,104262.10724250386,CoinGecko-Python
1749240372,BTC,104272.99389581522,104272.99389581522,104272.99389581522,104272.99389581522,39371871614.07494,104272.99389581522,CoinGecko-Python
1749240675,BTC,104280.88228767533,104280.88228767533,104280.88228767533,104280.88228767533,38943177928.74047,104280.88228767533,CoinGecko-Python
1749240993,BTC,104329.62754624053,104329.62754624053,104329.62754624053,104329.62754624053,38749069883.60228,104329.62754624053,CoinGecko-Python
1749241208,BTC,104348.33372590129,104348.33372590129,104348.33372590129,104348.33372590129,38657516610.94032,104348.33372590129,CoinGecko-Python
1749241531,BTC,104366.86852279436,104366.86852279436,104366.86852279436,104366.86852279436,38310833986.3203,104366.86852279436,CoinGecko-Python
1749241846,BTC,104375.38348149264,104375.38348149264,104375.38348149264,104375.38348149264,37745588495.66638,104375.38348149264,CoinGecko-Python
1749242110,BTC,104417.01456930728,104417.01456930728,104417.01456930728,104417.01456930728,37379206004.09254,104417.01456930728,CoinGecko-Python
1749242454,BTC,104371.87637759355,104371.87637759355,104371.87637759355,104371.87637759355,36928825375.61971,104371.87637759355,CoinGecko-Python
1749242734,BTC,104462.38095551508,104462.38095551508,104462.38095551508,104462.38095551508,36828740156.93287,104462.38095551508,CoinGecko-Python
1749243011,BTC,104472.9936747717,104472.9936747717,104472.9936747717,104472.9936747717,36850251811.373405,104472.9936747717,CoinGecko-Python
1749243329,BTC,104502.04548776167,104502.04548776167,104502.04548776167,104502.04548776167,36203172696.63624,104502.04548776167,CoinGecko-Python
1749243667,BTC,104540.18371612598,104540.18371612598,104540.18371612598,104540.18371612598,35805220130.303604,104540.18371612598,CoinGecko-Python
1749243973,BTC,104504.66680385607,104504.66680385607,104504.66680385607,104504.66680385607,35419961374.051895,104504.66680385607,CoinGecko-Python
1749244099,BTC,104497.64937780566,104497.64937780566,104497.64937780566,104497.64937780566,35205790768.056305,104497.64937780566,CoinGecko-Python
1748639008,BTC,104616.44049942096,104616.44049942096,104616.44049942096,104616.44049942096,39236900047.45189,104616.44049942096,CoinGecko-Python
1748642597,BTC,104655.20740068801,104655.20740068801,104655.20740068801,104655.20740068801,39067549546.56084,104655.20740068801,CoinGecko-Python
1748646258,BTC,104205.17451736565,104205.17451736565,104205.17451736565,104205.17451736565,39403271676.68643,104205.17451736565,CoinGecko-Python
1748649808,BTC,104020.87024454171,104020.87024454171,104020.87024454171,104020.87024454171,39615246481.72047,104020.87024454171,CoinGecko-Python
1748653422,BTC,104076.72784381875,104076.72784381875,104076.72784381875,104076.72784381875,39446834004.60579,104076.72784381875,CoinGecko-Python
1748656993,BTC,103696.1247977576,103696.1247977576,103696.1247977576,103696.1247977576,38383875942.649216,103696.1247977576,CoinGecko-Python
1748660607,BTC,103435.294490232,103435.294490232,103435.294490232,103435.294490232,38431659812.86144,103435.294490232,CoinGecko-Python
1748664238,BTC,103601.87178195361,103601.87178195361,103601.87178195361,103601.87178195361,38465930151.54355,103601.87178195361,CoinGecko-Python
1748667828,BTC,103824.11612464479,103824.11612464479,103824.11612464479,103824.11612464479,38222086728.2096,103824.11612464479,CoinGecko-Python
1748671419,BTC,103686.32701325708,103686.32701325708,103686.32701325708,103686.32701325708,38274086375.48256,103686.32701325708,CoinGecko-Python
1748675045,BTC,103877.79052631023,103877.79052631023,103877.79052631023,103877.79052631023,37303031801.71669,103877.79052631023,CoinGecko-Python
1748678613,BTC,103762.66178833206,103762.66178833206,103762.66178833206,103762.66178833206,35341777360.6993,103762.66178833206,CoinGecko-Python
1748682112,BTC,103704.96118351052,103704.96118351052,103704.96118351052,103704.96118351052,34023908284.121124,103704.96118351052,CoinGecko-Python
1748685834,BTC,103554.46847047377,103554.46847047377,103554.46847047377,103554.46847047377,33099898409.816753,103554.46847047377,CoinGecko-Python
1748689699,BTC,103414.43956180367,103414.43956180367,103414.43956180367,103414.43956180367,32155043073.625454,103414.43956180367,CoinGecko-Python
1748693048,BTC,103509.41396345252,103509.41396345252,103509.41396345252,103509.41396345252,31836000641.250156,103509.41396345252,CoinGecko-Python
1748696640,BTC,103973.84689507472,103973.84689507472,103973.84689507472,103973.84689507472,31345908476.27301,103973.84689507472,CoinGecko-Python
1748700351,BTC,104146.3760946421,104146.3760946421,104146.3760946421,104146.3760946421,30456314448.584812,104146.3760946421,CoinGecko-Python
1748704109,BTC,104539.6023594963,104539.6023594963,104539.6023594963,104539.6023594963,29386884453.41354,104539.6023594963,CoinGecko-Python
1748707296,BTC,104631.79600657774,104631.79600657774,104631.79600657774,104631.79600657774,29098705639.68798,104631.79600657774,CoinGecko-Python
1748711040,BTC,104560.9169117684,104560.9169117684,104560.9169117684,104560.9169117684,26618940030.663692,104560.9169117684,CoinGecko-Python
1748714623,BTC,104447.71755306104,104447.71755306104,104447.71755306104,104447.71755306104,25083115710.16831,104447.71755306104,CoinGecko-Python
1748718234,BTC,104542.70204106421,104542.70204106421,104542.70204106421,104542.70204106421,23586971135.28685,104542.70204106421,CoinGecko-Python
1748721631,BTC,104760.87665349877,104760.87665349877,104760.87665349877,104760.87665349877,22571749283.538883,104760.87665349877,CoinGecko-Python
1748725424,BTC,104787.19762084991,104787.19762084991,104787.19762084991,104787.19762084991,22034876651.85245,104787.19762084991,CoinGecko-Python
1748728985,BTC,104889.22082341903,104889.22082341903,104889.22082341903,104889.22082341903,21935570331.809742,104889.22082341903,CoinGecko-Python
1748732630,BTC,104724.25519371904,104724.25519371904,104724.25519371904,104724.25519371904,21428750767.029358,104724.25519371904,CoinGecko-Python
1748736243,BTC,104686.33390404454,104686.33390404454,104686.33390404454,104686.33390404454,20383093990.592762,104686.33390404454,CoinGecko-Python
1748739810,BTC,104490.76299797236,104490.76299797236,104490.76299797236,104490.76299797236,19056416334.46985,104490.76299797236,CoinGecko-Python
1748743442,BTC,104220.12549209832,104220.12549209832,104220.12549209832,104220.12549209832,18365613564.297405,104220.12549209832,CoinGecko-Python
1748746874,BTC,104282.76293803848,104282.76293803848,104282.76293803848,104282.76293803848,16431853392.518002,104282.76293803848,CoinGecko-Python
1748750627,BTC,104415.09173339471,104415.09173339471,104415.09173339471,104415.09173339471,16852343925.026129,104415.09173339471,CoinGecko-Python
1748754360,BTC,104700.70796776762,104700.70796776762,104700.70796776762,104700.70796776762,16480188312.260084,104700.70796776762,CoinGecko-Python
1748757815,BTC,104579.14940421331,104579.14940421331,104579.14940421331,104579.14940421331,16231631860.43077,104579.14940421331,CoinGecko-Python
1748761410,BTC,104335.4232755588,104335.4232755588,104335.4232755588,104335.4232755588,16135540545.988798,104335.4232755588,CoinGecko-Python
1748764981,BTC,104314.47422045031,104314.47422045031,104314.47422045031,104314.47422045031,16064663030.211264,104314.47422045031,CoinGecko-Python
1748768541,BTC,104372.08139539413,104372.08139539413,104372.08139539413,104372.08139539413,16015613463.8157,104372.08139539413,CoinGecko-Python
1748772225,BTC,103960.8398216753,103960.8398216753,103960.8398216753,103960.8398216753,16571220739.602081,103960.8398216753,CoinGecko-Python
1748775820,BTC,103943.43968854116,103943.43968854116,103943.43968854116,103943.43968854116,16422961003.140022,103943.43968854116,CoinGecko-Python
1748779345,BTC,104134.12287748596,104134.12287748596,104134.12287748596,104134.12287748596,16485026759.720333,104134.12287748596,CoinGecko-Python
1748782939,BTC,103985.4740970415,103985.4740970415,103985.4740970415,103985.4740970415,15939969221.014904,103985.4740970415,CoinGecko-Python
1748786904,BTC,104350.8244167612,104350.8244167612,104350.8244167612,104350.8244167612,14375631488.710115,104350.8244167612,CoinGecko-Python
1748790039,BTC,104658.63597588184,104658.63597588184,104658.63597588184,104658.63597588184,15637632844.63798,104658.63597588184,CoinGecko-Python
1748793831,BTC,104757.12343155454,104757.12343155454,104757.12343155454,104757.12343155454,15217644682.119925,104757.12343155454,CoinGecko-Python
1748797402,BTC,105188.2851855408,105188.2851855408,105188.2851855408,105188.2851855408,15880485799.560366,105188.2851855408,CoinGecko-Python
1748801020,BTC,105130.28871559852,105130.28871559852,105130.28871559852,105130.28871559852,15670685830.948362,105130.28871559852,CoinGecko-Python
1748804637,BTC,104762.23687711962,104762.23687711962,104762.23687711962,104762.23687711962,16469714479.37992,104762.23687711962,CoinGecko-Python
1748808231,BTC,105138.649468891,105138.649468891,105138.649468891,105138.649468891,16473659381.30747,105138.649468891,CoinGecko-Python
1748811818,BTC,105101.21815001429,105101.21815001429,105101.21815001429,105101.21815001429,17094241955.787333,105101.21815001429,CoinGecko-Python
1748815410,BTC,105465.56162730166,105465.56162730166,105465.56162730166,105465.56162730166,17234353433.24583,105465.56162730166,CoinGecko-Python
1748819037,BTC,105570.88548761408,105570.88548761408,105570.88548761408,105570.88548761408,17532260792.75112,105570.88548761408,CoinGecko-Python
1748822625,BTC,105698.43787667034,105698.43787667034,105698.43787667034,105698.43787667034,17596002377.014404,105698.43787667034,CoinGecko-Python
1748826225,BTC,105520.60325417768,105520.60325417768,105520.60325417768,105520.60325417768,18194972232.5641,105520.60325417768,CoinGecko-Python
1748829830,BTC,105434.07450372176,105434.07450372176,105434.07450372176,105434.07450372176,17872809802.702663,105434.07450372176,CoinGecko-Python
1748833411,BTC,105180.30754748466,105180.30754748466,105180.30754748466,105180.30754748466,18072423986.80893,105180.30754748466,CoinGecko-Python
1748837033,BTC,104916.29443954947,104916.29443954947,104916.29443954947,104916.29443954947,17222185610.570282,104916.29443954947,CoinGecko-Python
1748840547,BTC,104872.8251572928,104872.8251572928,104872.8251572928,104872.8251572928,18766412585.630066,104872.8251572928,CoinGecko-Python
1748844087,BTC,104801.07942870536,104801.07942870536,104801.07942870536,104801.07942870536,18614324893.878906,104801.07942870536,CoinGecko-Python
1748847817,BTC,105204.44610105276,105204.44610105276,105204.44610105276,105204.44610105276,18931589873.60317,105204.44610105276,CoinGecko-Python
1748851414,BTC,105368.68890560322,105368.68890560322,105368.68890560322,105368.68890560322,19151507464.53506,105368.68890560322,CoinGecko-Python
1748855018,BTC,105435.16251218649,105435.16251218649,105435.16251218649,105435.16251218649,20197949589.619347,105435.16251218649,CoinGecko-Python
1748858625,BTC,104625.38503451426,104625.38503451426,104625.38503451426,104625.38503451426,20487102482.45947,104625.38503451426,CoinGecko-Python
1748862236,BTC,104408.43975478904,104408.43975478904,104408.43975478904,104408.43975478904,20787337624.600685,104408.43975478904,CoinGecko-Python
1748865821,BTC,104111.85699254976,104111.85699254976,104111.85699254976,104111.85699254976,21691222872.186718,104111.85699254976,CoinGecko-Python
1748869429,BTC,104186.08725372954,104186.08725372954,104186.08725372954,104186.08725372954,22162958506.75895,104186.08725372954,CoinGecko-Python
1748872970,BTC,103984.23164102003,103984.23164102003,103984.23164102003,103984.23164102003,23366142818.03504,103984.23164102003,CoinGecko-Python
1748876652,BTC,104177.95389892647,104177.95389892647,104177.95389892647,104177.95389892647,24559479394.544765,104177.95389892647,CoinGecko-Python
1748880215,BTC,104451.97934951428,104451.97934951428,104451.97934951428,104451.97934951428,25351457057.489494,104451.97934951428,CoinGecko-Python
1748883824,BTC,104217.13591362599,104217.13591362599,104217.13591362599,104217.13591362599,25014841410.147434,104217.13591362599,CoinGecko-Python
1748887426,BTC,104365.45418296989,104365.45418296989,104365.45418296989,104365.45418296989,25234495499.41366,104365.45418296989,CoinGecko-Python
1748891008,BTC,104423.20005405525,104423.20005405525,104423.20005405525,104423.20005405525,25196551881.747482,104423.20005405525,CoinGecko-Python
